SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1543066,431256,-84,10.0,10.0,Active,0,0
2001571,435144,-19,12.0,2.0,Active,0,0
1589937,391150,-14,54.0,41.0,Active,0,0
1696518,439488,-39,48.0,41.0,Active,0,0
1894933,370335,-86,10.0,9.0,Active,0,0
2568228,146511,-93,6.0,0.0,Active,0,0
2100932,122124,-40,18.0,18.0,Active,0,0
2106230,188364,-21,12.0,6.0,Active,0,0
1618365,177710,-10,60.0,57.0,Active,0,0
2588480,444006,-73,12.0,10.0,Active,0,0
2357654,384707,-27,12.0,2.0,Active,0,0
1519317,132232,-35,10.0,8.0,Active,0,0
2101362,367240,-37,24.0,6.0,Active,0,0
1333478,131094,-32,18.0,13.0,Active,0,0
1411472,121279,-54,4.0,0.0,Active,0,0
2471680,372471,-4,18.0,11.0,Active,0,0
1660684,418063,-34,6.0,4.0,Active,0,0
1595418,319602,-75,12.0,2.0,Active,0,0
1181638,390846,-17,12.0,7.0,Active,0,0
2105185,201890,-4,10.0,3.0,Active,0,0
1670596,220609,-76,12.0,11.0,Active,0,0
1234390,240669,-55,5.0,2.0,Active,0,0
1714182,226037,-3,24.0,11.0,Active,0,0
1038973,171084,-20,24.0,22.0,Active,0,0
1092769,139057,-87,10.0,8.0,Active,0,0
2094913,238133,-36,60.0,58.0,Active,0,0
2057736,237311,-7,30.0,11.0,Active,0,0
2346050,382862,-40,24.0,24.0,Active,0,0
1785155,309615,-32,24.0,7.0,Active,0,0
2454395,257669,-20,12.0,10.0,Active,0,0
1960232,148594,-12,12.0,8.0,Active,0,0
1154530,196622,-56,12.0,1.0,Active,0,0
2225149,193236,-20,4.0,0.0,Completed,0,0
1830151,261365,-26,18.0,5.0,Active,0,0
2007036,277073,-76,24.0,13.0,Active,0,0
1611310,379938,-47,24.0,19.0,Active,0,0
1711160,177373,-26,24.0,16.0,Active,0,0
2415634,326402,-72,10.0,7.0,Active,0,0
1769142,335637,-12,6.0,5.0,Active,0,0
1367273,257284,-80,12.0,11.0,Active,0,0
1810646,234312,-29,24.0,24.0,Active,0,0
1245421,222826,-5,24.0,13.0,Active,0,0
1766882,436685,-38,16.0,7.0,Active,0,0
2593653,269789,-78,24.0,1.0,Active,0,0
2208302,120220,-25,18.0,11.0,Active,0,0
1446060,341151,-27,18.0,3.0,Active,0,0
1463050,304467,-95,8.0,1.0,Active,0,0
1306018,156791,-35,12.0,12.0,Active,0,0
1105626,210405,-26,36.0,36.0,Active,0,0
2526599,382655,-20,12.0,10.0,Active,0,0
1308649,116640,-5,24.0,14.0,Active,0,0
1685656,233254,-79,24.0,12.0,Active,1,1
2161933,172171,-5,24.0,19.0,Active,0,0
1184100,217174,-2,48.0,42.0,Active,0,0
1170530,150827,-86,10.0,0.0,Active,0,0
1564624,156625,-84,10.0,10.0,Active,0,0
2077856,300180,-1,60.0,37.0,Active,0,0
1746765,201361,-30,12.0,12.0,Signed,0,0
1435406,193305,-35,4.0,3.0,Active,0,0
2832785,391685,-62,12.0,1.0,Active,0,0
1649181,214824,-22,6.0,3.0,Active,0,0
1108866,247716,-4,10.0,7.0,Active,0,0
1681500,438723,-21,12.0,8.0,Active,0,0
1420252,353163,-31,30.0,16.0,Active,0,0
2759165,447958,-13,48.0,33.0,Active,0,0
1329201,247687,-11,18.0,12.0,Active,0,0
1896427,270953,-9,60.0,57.0,Active,0,0
1006253,370656,-35,10.0,4.0,Active,0,0
2237967,264990,-8,18.0,17.0,Active,0,0
2079762,347102,-13,6.0,3.0,Active,0,0
2462041,101850,-18,12.0,8.0,Active,0,0
1595472,293823,-89,10.0,6.0,Active,0,0
1883927,152583,-1,36.0,15.0,Active,0,0
2537260,176870,-31,24.0,19.0,Active,0,0
1643177,119533,-69,24.0,8.0,Active,0,0
1210070,417545,-22,24.0,15.0,Active,0,0
2076923,218596,-12,6.0,6.0,Active,0,0
1291939,420706,-96,5.0,2.0,Active,0,0
2732994,343654,-46,12.0,12.0,Active,0,0
1572151,189150,-17,10.0,9.0,Active,0,0
1682567,339329,-55,5.0,1.0,Active,0,0
1221280,425546,-3,12.0,9.0,Active,0,0
2585198,205928,-6,12.0,3.0,Active,0,0
1928686,133006,-7,24.0,10.0,Active,0,0
1672592,214337,-6,12.0,5.0,Active,0,0
2260417,334560,-59,10.0,3.0,Active,0,0
2004521,230560,-35,30.0,27.0,Active,0,0
1369966,416332,-6,25.0,10.0,Active,0,0
2270846,115167,-15,18.0,11.0,Active,0,0
1024732,352558,-13,10.0,7.0,Active,0,0
1692578,305166,-71,4.0,1.0,Active,0,0
2271310,429031,-72,10.0,8.0,Active,0,0
1237510,231521,-20,10.0,5.0,Active,0,0
2245991,309968,-48,12.0,3.0,Active,0,0
2640071,287462,-59,10.0,1.0,Active,0,0
1475740,260417,-14,6.0,5.0,Active,0,0
2029889,288452,-77,6.0,6.0,Active,0,0
2436614,453246,-43,60.0,27.0,Active,0,0
1946087,201164,-30,24.0,16.0,Active,0,0
2023890,329852,-13,10.0,7.0,Active,0,0
1920037,165837,-23,6.0,3.0,Active,0,0
1560443,388180,-88,10.0,5.0,Active,0,0
2645033,157351,-25,30.0,23.0,Active,0,0
2069508,250042,-47,24.0,18.0,Active,0,0
2736486,179711,-96,10.0,2.0,Active,0,0
1597685,204254,-29,12.0,7.0,Active,16,16
2408855,417253,-36,12.0,10.0,Active,0,0
2083579,259529,-40,10.0,2.0,Active,0,0
2205330,303941,-79,12.0,0.0,Completed,0,0
1187196,224077,-14,36.0,26.0,Active,0,0
1243007,395694,-18,24.0,17.0,Active,0,0
2307854,108679,-34,6.0,0.0,Completed,0,0
1093337,237373,-43,72.0,24.0,Active,0,0
1290452,299912,-27,10.0,7.0,Active,0,0
1209434,147832,-9,24.0,9.0,Active,0,0
2304211,178328,-49,9.0,4.0,Active,0,0
2392809,381089,-24,6.0,3.0,Active,0,0
1158418,267715,-20,36.0,26.0,Active,0,0
1235719,239651,-21,24.0,6.0,Active,0,0
2291338,442123,-16,24.0,18.0,Active,0,0
1328072,106142,-10,6.0,5.0,Active,0,0
2368473,273574,-18,10.0,6.0,Active,0,0
1415601,110854,-12,36.0,26.0,Active,0,0
1872124,225330,-31,10.0,7.0,Active,0,0
2425887,281237,-72,10.0,10.0,Active,0,0
2284291,235753,-27,36.0,36.0,Active,0,0
2085026,382131,-12,36.0,13.0,Active,0,0
1550876,202774,-12,,,Signed,0,0
1896129,346100,-25,60.0,57.0,Active,0,0
2100691,419959,-26,6.0,4.0,Active,0,0
2413335,275860,-39,8.0,2.0,Active,0,0
2387011,128855,-29,6.0,0.0,Completed,0,0
1197514,382306,-40,12.0,4.0,Active,0,0
2716248,434209,-17,24.0,22.0,Active,0,0
2260748,127719,-8,42.0,32.0,Active,0,0
1049263,384158,-22,24.0,17.0,Active,0,0
2831488,302092,-20,48.0,38.0,Active,0,0
2331374,307757,-42,12.0,5.0,Active,0,0
1367049,222026,-83,12.0,10.0,Active,0,0
1179509,344654,-15,24.0,8.0,Active,0,0
2085485,286373,-91,10.0,4.0,Active,0,0
1214478,357222,-82,12.0,8.0,Active,0,0
2700665,297003,-13,36.0,20.0,Active,0,0
2631146,351650,-31,30.0,27.0,Active,0,0
1750186,378004,-54,11.0,4.0,Active,0,0
1822093,132290,-24,10.0,5.0,Active,0,0
1739253,217600,-20,1.0,0.0,Completed,0,0
2635148,182664,-62,12.0,7.0,Active,0,0
2257503,115558,-10,30.0,20.0,Active,0,0
2535854,198782,-5,4.0,0.0,Completed,0,0
2253214,273427,-3,12.0,4.0,Active,0,0
1928346,254061,-92,7.0,6.0,Active,0,0
1544477,283977,-58,12.0,10.0,Active,0,0
2451438,314997,-58,7.0,7.0,Active,0,0
1727744,454148,-20,24.0,18.0,Active,0,0
1762302,113030,-8,24.0,12.0,Active,0,0
1937038,102452,-27,24.0,1.0,Active,0,0
2836298,330826,-2,24.0,6.0,Active,0,0
2157676,354131,-40,14.0,14.0,Active,0,0
2575189,124444,-78,5.0,2.0,Active,0,0
1513597,105642,-23,48.0,42.0,Active,0,0
1374540,168792,-28,12.0,11.0,Active,0,0
1557331,127668,-25,12.0,12.0,Active,0,0
2044942,195314,-5,6.0,1.0,Active,0,0
1696659,255878,-77,12.0,6.0,Active,0,0
1954033,425816,-57,8.0,0.0,Active,547,0
2797858,131839,-18,12.0,7.0,Active,0,0
1152248,354357,-12,18.0,18.0,Active,0,0
2465748,139727,-15,12.0,10.0,Active,0,0
2004371,382586,-93,10.0,7.0,Active,0,0
1816085,401836,-62,16.0,15.0,Active,0,0
1056610,304562,-4,22.0,0.0,Active,0,0
2280694,378769,-30,10.0,4.0,Active,0,0
2029805,140297,-20,24.0,22.0,Active,0,0
1082406,279766,-35,18.0,6.0,Active,0,0
2600709,222161,-4,48.0,33.0,Active,0,0
1160779,151270,-23,12.0,6.0,Active,0,0
2749824,352864,-33,18.0,17.0,Active,0,0
2836367,167290,-64,24.0,1.0,Active,0,0
2386327,353913,-41,6.0,0.0,Completed,0,0
2465353,112293,-79,8.0,3.0,Active,0,0
2836146,346381,-14,12.0,9.0,Active,0,0
1362967,451856,-21,18.0,10.0,Active,0,0
1692534,429750,-9,36.0,27.0,Active,10,0
1963928,134387,-89,4.0,0.0,Active,1249,0
1959182,389750,-21,12.0,12.0,Active,0,0
1849051,293120,-23,24.0,11.0,Active,0,0
2660545,132221,-32,4.0,0.0,Active,0,0
1693892,259923,-19,12.0,9.0,Active,0,0
1440187,447467,-19,12.0,3.0,Active,0,0
2287368,167775,-54,48.0,25.0,Active,0,0
1919160,254055,-37,6.0,3.0,Active,0,0
1639131,143434,-67,12.0,12.0,Signed,0,0
1333734,414744,-65,10.0,1.0,Active,0,0
2238355,194639,-8,2.0,1.0,Active,0,0
2773176,453575,-71,9.0,7.0,Active,0,0
1006258,390253,-58,12.0,0.0,Active,268,0
2516842,291693,-74,6.0,4.0,Active,0,0
1614890,444219,-3,10.0,8.0,Active,0,0
2050074,167054,-71,12.0,10.0,Active,0,0
1577220,213535,-3,36.0,33.0,Active,0,0
1192977,410520,-4,6.0,2.0,Active,0,0
2210260,222394,-18,6.0,6.0,Active,0,0
1132043,230355,-4,42.0,28.0,Active,0,0
1894195,310779,-32,12.0,9.0,Active,0,0
1270660,218689,-3,24.0,19.0,Active,0,0
2235089,265604,-25,3.0,0.0,Active,0,0
1425878,304996,-30,6.0,4.0,Active,0,0
1292992,216014,-31,24.0,19.0,Active,0,0
2522526,182688,-93,6.0,4.0,Active,0,0
2661517,412573,-51,11.0,5.0,Active,0,0
1574299,346351,-91,10.0,8.0,Active,0,0
1033464,212375,-16,5.0,0.0,Completed,0,0
2230333,324541,-16,12.0,1.0,Active,0,0
1926131,363262,-6,12.0,9.0,Active,7,0
2191305,254470,-9,24.0,8.0,Active,0,0
2464257,162180,-16,,,Returned to the store,0,0
1660712,396451,-86,10.0,6.0,Active,0,0
1607216,205482,-43,10.0,3.0,Active,0,0
2211932,395666,-51,10.0,0.0,Completed,0,0
2484157,181152,-52,18.0,16.0,Active,0,0
1575010,294618,-58,8.0,1.0,Active,0,0
1281179,321667,-94,5.0,0.0,Completed,0,0
1492341,266888,-34,6.0,5.0,Active,0,0
1130128,293404,-71,9.0,6.0,Active,0,0
1780161,334828,-39,10.0,1.0,Active,0,0
1542260,332525,-13,12.0,10.0,Active,0,0
1656176,370863,-4,10.0,8.0,Active,0,0
1261078,138798,-49,12.0,12.0,Active,0,0
2720271,307443,-74,10.0,6.0,Active,0,0
1821062,406519,-2,5.0,0.0,Active,0,0
2618034,270232,-13,6.0,3.0,Active,0,0
2357850,444527,-43,12.0,11.0,Active,0,0
2690260,177959,-42,30.0,25.0,Active,0,0
1728557,244439,-16,18.0,9.0,Active,0,0
2387893,395992,-13,18.0,14.0,Active,0,0
1441103,397501,-58,10.0,3.0,Active,0,0
1717548,455021,-85,6.0,6.0,Active,0,0
1568990,261483,-25,12.0,10.0,Active,0,0
1621741,198630,-36,18.0,18.0,Active,0,0
2336085,349160,-25,8.0,0.0,Completed,0,0
1692924,259304,-33,18.0,9.0,Active,0,0
2075433,111265,-1,12.0,5.0,Active,0,0
1087626,181865,-85,2.0,0.0,Completed,0,0
2661384,299804,-96,10.0,10.0,Active,0,0
2006308,140651,-16,24.0,19.0,Active,0,0
1165586,376372,-51,10.0,8.0,Active,0,0
1903354,327215,-25,18.0,11.0,Active,0,0
2121403,253008,-57,8.0,4.0,Active,0,0
2563135,231738,-20,12.0,11.0,Active,0,0
1806343,353447,-40,10.0,4.0,Active,0,0
1735493,153820,-12,30.0,28.0,Active,0,0
1574251,359389,-29,17.0,0.0,Completed,0,0
2755895,171040,-32,1.0,0.0,Completed,0,0
1444944,440206,-79,6.0,4.0,Active,0,0
1499659,422128,-84,10.0,9.0,Active,0,0
2426836,383604,-31,12.0,9.0,Active,0,0
1156768,434183,-10,18.0,2.0,Active,0,0
1463927,133085,-7,5.0,0.0,Active,0,0
2220540,383992,-34,6.0,2.0,Active,0,0
1314468,280619,-59,12.0,10.0,Active,0,0
1216610,397525,-26,12.0,7.0,Active,0,0
2051826,268392,-49,12.0,3.0,Active,0,0
2842772,100502,-20,12.0,5.0,Active,0,0
2526138,308297,-78,10.0,6.0,Active,0,0
2603897,205829,-45,24.0,23.0,Active,0,0
1004003,438947,-19,18.0,12.0,Active,0,0
2404038,171417,-71,12.0,11.0,Active,0,0
2795110,168894,-13,24.0,17.0,Active,0,0
1509288,209123,-7,24.0,19.0,Active,0,0
1937208,417475,-20,24.0,19.0,Active,0,0
1820386,153854,-11,6.0,2.0,Active,0,0
2344698,222071,-35,18.0,16.0,Active,0,0
1925625,220354,-8,6.0,3.0,Active,0,0
2030001,367005,-15,6.0,4.0,Active,0,0
2165342,207605,-2,18.0,3.0,Active,0,0
1242566,209685,-64,4.0,3.0,Active,0,0
2807615,100537,-62,10.0,2.0,Active,0,0
2830051,430335,-6,18.0,4.0,Active,0,0
1647995,343238,-1,24.0,1.0,Active,0,0
1051852,421072,-73,10.0,1.0,Active,0,0
2775972,113854,-90,12.0,10.0,Active,0,0
2464353,264423,-54,10.0,3.0,Active,0,0
2820111,417677,-88,7.0,2.0,Active,0,0
1351092,338533,-71,24.0,20.0,Active,0,0
1790697,114243,-9,18.0,10.0,Active,0,0
1488898,133331,-96,10.0,0.0,Active,0,0
1292468,100153,-8,36.0,12.0,Active,0,0
2291996,146007,-3,12.0,4.0,Active,0,0
2690308,292385,-36,18.0,12.0,Active,0,0
1785449,394226,-3,36.0,10.0,Active,0,0
2189753,392747,-25,6.0,4.0,Active,0,0
2451015,157606,-57,16.0,9.0,Active,0,0
2174650,415814,-34,4.0,3.0,Active,0,0
2763196,264042,-48,12.0,3.0,Active,0,0
1067733,300501,-15,24.0,7.0,Active,0,0
2618149,209831,-79,5.0,2.0,Active,0,0
2541824,449126,-23,18.0,16.0,Active,0,0
2179036,306372,-6,24.0,18.0,Active,0,0
2482853,105157,-38,6.0,4.0,Active,0,0
1881040,133357,-66,12.0,4.0,Active,0,0
2562361,149054,-67,12.0,4.0,Active,0,0
1235862,405477,-12,36.0,11.0,Active,0,0
1691780,111131,-27,36.0,20.0,Active,0,0
1598399,127763,-8,12.0,4.0,Active,0,0
2004272,313653,-18,18.0,7.0,Active,0,0
1490618,205055,-36,6.0,4.0,Active,0,0
1861270,222008,-14,12.0,11.0,Active,0,0
2547559,389623,-20,24.0,20.0,Active,0,0
2304909,149969,-31,24.0,20.0,Active,0,0
1652284,320602,-72,18.0,9.0,Active,0,0
2415486,135751,-83,10.0,2.0,Active,0,0
2014462,407072,-93,6.0,1.0,Active,2,0
2396615,185697,-7,24.0,8.0,Active,0,0
2104242,362749,-35,12.0,2.0,Active,0,0
1923979,126335,-57,48.0,25.0,Active,0,0
2204567,103485,-22,24.0,16.0,Active,0,0
2482461,371117,-19,24.0,20.0,Active,0,0
2478558,329669,-9,18.0,14.0,Active,0,0
2234354,369306,-76,6.0,6.0,Active,0,0
1871278,392997,-46,12.0,8.0,Active,0,0
1970632,301441,-94,12.0,5.0,Active,0,0
2454232,255850,-9,24.0,13.0,Active,0,0
1630098,311610,-89,4.0,0.0,Active,0,0
1229806,273161,-4,24.0,0.0,Completed,0,0
2030453,115338,-18,60.0,41.0,Active,0,0
1139390,226681,-73,7.0,5.0,Active,0,0
1999236,138201,-12,12.0,3.0,Active,0,0
1420280,233430,-69,12.0,5.0,Active,0,0
2262279,238070,-67,24.0,2.0,Active,0,0
1283930,369124,-69,6.0,5.0,Active,0,0
2588123,124467,-58,12.0,5.0,Active,0,0
1687901,424592,-78,10.0,8.0,Active,0,0
2053536,250465,-64,10.0,3.0,Active,0,0
2382911,448470,-12,36.0,19.0,Active,0,0
2575783,178675,-44,12.0,11.0,Active,0,0
2103386,240717,-70,12.0,3.0,Active,0,0
1010838,450072,-11,24.0,24.0,Active,0,0
1155651,432344,-15,30.0,21.0,Active,0,0
2038712,383435,-43,24.0,15.0,Active,0,0
2138051,101134,-16,24.0,23.0,Active,0,0
1853851,252720,-8,12.0,12.0,Active,0,0
1112787,121307,-11,24.0,19.0,Active,0,0
1509758,168048,-18,48.0,39.0,Active,8,8
1688141,414174,-9,12.0,0.0,Completed,0,0
1441110,213196,-14,12.0,10.0,Active,0,0
2050032,356172,-44,6.0,1.0,Active,0,0
1201720,435329,-85,8.0,6.0,Active,0,0
1174749,107823,-19,18.0,15.0,Active,0,0
1444956,251811,-14,18.0,1.0,Active,0,0
1950097,275152,-10,24.0,3.0,Active,0,0
2235707,288526,-76,5.0,2.0,Active,0,0
2316963,289831,-42,24.0,20.0,Active,0,0
2778608,426799,-24,6.0,2.0,Active,0,0
1270295,306149,-16,12.0,12.0,Active,0,0
1082493,396528,-39,12.0,6.0,Active,0,0
1165525,224073,-27,24.0,22.0,Active,0,0
2481888,246062,-17,18.0,4.0,Active,0,0
2430486,217484,-12,4.0,2.0,Active,0,0
1192548,123965,-26,12.0,4.0,Active,0,0
1383440,133441,-90,12.0,8.0,Active,0,0
1568211,320781,-95,11.0,5.0,Active,0,0
1969729,309898,-43,24.0,21.0,Active,0,0
2404657,157275,-64,10.0,2.0,Active,0,0
1937964,256086,-28,36.0,30.0,Active,0,0
1778312,233147,-23,18.0,17.0,Active,0,0
2690138,348879,-9,48.0,44.0,Active,0,0
2805344,245129,-44,6.0,0.0,Completed,0,0
1861216,175178,-42,12.0,2.0,Active,0,0
1509767,304753,-19,12.0,11.0,Active,0,0
1831036,221950,-42,60.0,50.0,Active,0,0
1229470,146627,-24,12.0,0.0,Completed,0,0
1107322,291669,-71,8.0,1.0,Active,0,0
1668104,230866,-26,6.0,0.0,Completed,0,0
2812472,133212,-53,42.0,23.0,Active,0,0
1923683,302959,-87,7.0,5.0,Active,0,0
2391497,217108,-21,10.0,3.0,Active,7,7
2029323,154407,-4,6.0,0.0,Completed,0,0
1787032,241462,-94,10.0,9.0,Active,0,0
1998759,110163,-9,12.0,9.0,Active,0,0
2535645,123882,-67,12.0,12.0,Active,0,0
1029442,397364,-64,12.0,8.0,Active,0,0
1232708,106700,-2,36.0,5.0,Active,0,0
1405603,282826,-7,48.0,22.0,Active,0,0
2702937,381138,-45,12.0,12.0,Active,0,0
1420244,220651,-2,12.0,0.0,Completed,0,0
1274689,175037,-32,24.0,24.0,Active,0,0
2663211,316177,-26,24.0,0.0,Active,0,0
1260257,426182,-13,24.0,16.0,Active,0,0
1190603,141928,-15,36.0,18.0,Active,0,0
1659750,455995,-25,24.0,7.0,Active,0,0
1086924,300420,-64,11.0,6.0,Active,0,0
1640972,112186,-8,36.0,15.0,Active,0,0
2796996,233923,-11,14.0,7.0,Active,0,0
2353783,352295,-30,12.0,0.0,Active,1315,0
1521963,399001,-45,24.0,16.0,Active,0,0
2546256,421523,-92,8.0,6.0,Active,0,0
1316175,256460,-81,11.0,9.0,Active,0,0
2529094,145908,-3,2.0,0.0,Active,0,0
1334210,280443,-71,23.0,14.0,Active,0,0
2679050,367668,-3,10.0,3.0,Active,0,0
2153415,199124,-79,8.0,0.0,Active,0,0
2835236,396359,-83,8.0,8.0,Signed,0,0
2200473,425520,-10,23.0,5.0,Active,0,0
2317811,147637,-73,12.0,10.0,Active,0,0
1515281,430581,-32,6.0,1.0,Active,0,0
2580512,281604,-34,10.0,6.0,Active,0,0
2375076,387501,-12,18.0,2.0,Active,0,0
1393851,451118,-7,6.0,5.0,Active,0,0
1430865,203793,-14,36.0,35.0,Active,0,0
1463178,178170,-29,24.0,2.0,Active,0,0
2403341,302460,-8,24.0,16.0,Active,0,0
1926106,431219,-35,6.0,2.0,Active,0,0
2075223,328046,-16,10.0,7.0,Active,0,0
1918966,275071,-84,12.0,7.0,Active,0,0
1387139,269394,-91,6.0,4.0,Active,0,0
1762000,363373,-25,19.0,0.0,Active,0,0
1298869,210084,-81,48.0,41.0,Active,0,0
2257930,333724,-36,24.0,20.0,Active,0,0
2632840,442304,-34,18.0,3.0,Active,0,0
1678413,363028,-11,6.0,2.0,Active,0,0
1227287,114261,-7,12.0,9.0,Active,0,0
2675405,149721,-75,12.0,7.0,Active,0,0
2062158,395176,-5,10.0,4.0,Active,0,0
2391473,385517,-6,12.0,6.0,Active,0,0
1856821,316614,-19,24.0,24.0,Active,0,0
1288460,246264,-9,10.0,6.0,Active,0,0
1085693,352436,-59,18.0,14.0,Active,0,0
1956904,398464,-21,12.0,2.0,Active,0,0
1009375,387599,-15,24.0,17.0,Active,0,0
2428589,108850,-7,24.0,20.0,Active,0,0
1945004,272269,-12,10.0,2.0,Active,0,0
2707148,341905,-15,12.0,7.0,Active,0,0
1681407,441275,-6,10.0,1.0,Active,0,0
1194181,447951,-10,12.0,6.0,Active,0,0
2592927,146110,-10,6.0,1.0,Active,0,0
2562818,425971,-20,10.0,6.0,Active,0,0
1980962,291768,-45,12.0,4.0,Active,0,0
2295562,298421,-25,24.0,14.0,Active,0,0
1789300,377754,-8,48.0,48.0,Active,0,0
2704915,369832,-16,12.0,1.0,Active,0,0
2618703,151014,-96,5.0,4.0,Active,0,0
1438947,240065,-74,12.0,11.0,Active,0,0
1614505,276834,-18,24.0,2.0,Active,0,0
1850795,437193,-60,12.0,1.0,Active,0,0
2772747,318142,-17,24.0,23.0,Active,0,0
2334621,132887,-15,10.0,8.0,Active,0,0
2800667,115989,-15,36.0,17.0,Active,0,0
1937432,164169,-25,,,Approved,0,0
2568036,233931,-32,4.0,4.0,Active,0,0
1326941,336102,-3,12.0,2.0,Active,0,0
1800534,319903,-80,6.0,3.0,Active,0,0
2261303,116902,-86,4.0,1.0,Active,0,0
1676244,271659,-18,12.0,3.0,Active,0,0
2362696,436571,-51,6.0,3.0,Active,0,0
1079910,176074,-17,12.0,9.0,Active,0,0
1720798,231092,-23,24.0,3.0,Active,0,0
1152533,177145,-25,4.0,0.0,Completed,0,0
1234299,241567,-56,6.0,0.0,Completed,0,0
1281836,275783,-91,15.0,8.0,Active,8,8
2346621,454141,-7,6.0,5.0,Active,0,0
2479961,295465,-14,35.0,15.0,Active,0,0
1233782,309810,-85,11.0,3.0,Active,0,0
1004405,176970,-53,12.0,8.0,Active,0,0
1811926,125501,-58,12.0,5.0,Active,0,0
2438580,351808,-6,6.0,2.0,Active,0,0
2785379,379360,-71,10.0,6.0,Active,0,0
2229209,388234,-6,24.0,4.0,Active,0,0
1233765,217575,-23,12.0,2.0,Active,0,0
2478868,454622,-85,8.0,5.0,Active,0,0
1855731,208660,-17,9.0,0.0,Completed,0,0
2372558,336546,-38,18.0,14.0,Active,0,0
1729790,140916,-13,12.0,1.0,Active,0,0
1903147,257326,-51,12.0,10.0,Active,0,0
2806172,318433,-93,10.0,10.0,Active,0,0
2070759,450881,-3,6.0,0.0,Completed,0,0
1434934,340737,-3,24.0,2.0,Active,0,0
1104497,374216,-45,24.0,17.0,Active,0,0
2291904,107545,-24,18.0,2.0,Active,0,0
1362264,377983,-13,12.0,9.0,Active,0,0
2773297,121622,-79,13.0,12.0,Active,0,0
2392935,221481,-39,4.0,0.0,Completed,0,0
1774892,112529,-11,30.0,28.0,Active,0,0
2452990,109205,-24,30.0,22.0,Active,0,0
2307182,373468,-76,10.0,8.0,Active,0,0
1685674,207311,-30,12.0,10.0,Active,0,0
1005640,447848,-18,6.0,2.0,Active,0,0
1197513,294762,-19,54.0,50.0,Active,0,0
1941705,116552,-21,24.0,16.0,Active,0,0
1661586,184478,-86,10.0,10.0,Active,0,0
1481715,329884,-49,10.0,8.0,Active,0,0
2527719,391139,-2,18.0,10.0,Active,0,0
2393098,278420,-70,12.0,7.0,Active,0,0
2261230,102565,-25,24.0,6.0,Active,0,0
2397976,307323,-8,42.0,28.0,Active,0,0
1844237,235775,-3,6.0,3.0,Active,0,0
1024167,239574,-23,60.0,55.0,Active,0,0
2032272,359985,-12,42.0,36.0,Active,0,0
1176384,448817,-7,60.0,49.0,Active,0,0
2497652,410543,-53,12.0,0.0,Completed,0,0
1591763,202851,-28,10.0,6.0,Active,0,0
2216508,109866,-13,36.0,26.0,Active,0,0
1886662,200938,-24,11.0,8.0,Active,0,0
1412901,248017,-15,60.0,56.0,Active,0,0
1635295,400282,-23,12.0,12.0,Active,0,0
1919688,252590,-74,5.0,0.0,Active,0,0
1921439,341366,-5,48.0,48.0,Active,0,0
1234544,368269,-19,18.0,12.0,Active,0,0
2246937,359672,-18,18.0,6.0,Active,0,0
2629441,158922,-13,24.0,18.0,Active,0,0
2238146,282084,-17,12.0,2.0,Active,0,0
1672205,242391,-26,24.0,1.0,Active,0,0
2416899,163039,-24,48.0,47.0,Active,0,0
2007250,127544,-18,36.0,26.0,Active,0,0
1840205,383175,-79,10.0,2.0,Active,0,0
2292871,280659,-12,5.0,0.0,Active,0,0
1365204,296043,-5,24.0,2.0,Active,0,0
1241741,260841,-11,12.0,1.0,Active,0,0
2438494,103032,-32,1.0,0.0,Active,0,0
2833585,309878,-36,12.0,3.0,Active,0,0
1978204,373138,-49,6.0,6.0,Active,0,0
1080241,440127,-14,24.0,22.0,Active,0,0
2819683,196857,-27,24.0,10.0,Active,0,0
1453057,212386,-79,8.0,1.0,Active,0,0
1027226,107561,-15,6.0,2.0,Active,0,0
2314070,119837,-45,10.0,10.0,Active,0,0
1652051,185087,-69,12.0,12.0,Signed,0,0
1955647,441486,-10,20.0,0.0,Completed,0,0
1234728,450117,-48,12.0,8.0,Active,0,0
2812230,358115,-82,11.0,2.0,Active,0,0
2224760,390381,-17,18.0,17.0,Active,0,0
1914472,354144,-2,25.0,1.0,Active,0,0
1849232,105569,-8,6.0,3.0,Active,0,0
2604770,442067,-21,18.0,6.0,Active,0,0
2245901,421624,-20,10.0,7.0,Active,0,0
1643758,208787,-4,60.0,57.0,Active,0,0
2736476,102545,-27,24.0,4.0,Active,0,0
2132695,350633,-70,10.0,8.0,Active,0,0
2518325,244098,-58,24.0,22.0,Active,0,0
1932244,194986,-7,24.0,2.0,Active,0,0
1292459,456062,-12,12.0,8.0,Active,0,0
1959633,198702,-59,6.0,6.0,Active,0,0
1397737,153703,-58,12.0,7.0,Active,0,0
1480653,408124,-22,12.0,12.0,Active,0,0
2532629,163487,-26,18.0,18.0,Active,0,0
1143598,107870,-17,24.0,16.0,Active,0,0
1815959,298820,-9,12.0,11.0,Active,0,0
2730954,224354,-33,12.0,6.0,Active,0,0
2612773,240438,-11,14.0,14.0,Active,0,0
1244597,118274,-34,12.0,9.0,Active,0,0
2513881,412854,-36,12.0,10.0,Active,0,0
1958773,178675,-4,36.0,19.0,Active,0,0
2787503,210211,-86,6.0,3.0,Active,0,0
2438089,145646,-38,9.0,0.0,Completed,0,0
1822973,351509,-17,24.0,24.0,Active,0,0
