SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2472840,201798,-17,476820.18,450000,234000.0,234000.0,0.0,0.0,8807.535,9000.0,9000.0,446151.015,468747.18,468747.18,6.0,6,0.0,0.0,1.0,Active,0,0
1846099,227255,-22,0.0,360000,0.0,0.0,0.0,0.0,0.0,431.73,431.73,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
2136626,270625,-58,18050.265,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,16578.18,18050.265,18050.265,0.0,0,0.0,0.0,25.0,Active,0,0
2341444,245875,-33,0.0,90000,0.0,0.0,0.0,0.0,0.0,3605.265,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,Active,0,0
1286839,431647,-34,0.0,135000,0.0,0.0,0.0,0.0,452.34,501.12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,62.0,Active,0,0
2318598,150434,-31,237215.25,225000,0.0,0.0,0.0,0.0,12042.45,0.0,0.0,219436.47,237215.25,237215.25,0.0,0,0.0,0.0,9.0,Active,0,0
1999591,276441,-50,0.0,157500,0.0,0.0,0.0,0.0,0.0,262.755,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
1256673,218890,-43,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2491186,266003,-73,112667.535,112500,0.0,0.0,0.0,0.0,5625.0,6750.0,6750.0,108430.2,112667.535,112667.535,0.0,0,0.0,0.0,3.0,Active,0,0
2011387,178783,-47,0.0,67500,0.0,0.0,0.0,0.0,0.0,2124.99,0.0,0.0,-2124.99,-2124.99,0.0,0,0.0,0.0,38.0,Active,0,0
2742057,120092,-77,0.0,180000,0.0,0.0,0.0,0.0,0.0,181.98,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
2356841,410713,-51,66766.995,67500,6750.0,6750.0,0.0,0.0,3375.0,6750.0,6750.0,62442.405,66766.995,66766.995,2.0,2,0.0,0.0,35.0,Active,0,0
1890804,450171,-72,51144.885,67500,0.0,0.0,0.0,0.0,4050.0,4500.0,4500.0,49081.995,51144.885,51144.885,0.0,0,0.0,0.0,38.0,Active,0,0
1055972,196454,-4,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1509348,204601,-78,28558.035,180000,0.0,0.0,0.0,0.0,9000.0,36000.0,36000.0,25060.68,28558.035,28558.035,0.0,0,0.0,0.0,3.0,Active,0,0
1675677,227712,-68,0.0,0,0.0,0.0,0.0,0.0,,1845.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
1949711,174087,-16,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1822177,270953,-33,0.0,90000,0.0,0.0,0.0,0.0,0.0,91.35,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1756457,194466,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,249.795,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1398218,369862,-76,0.0,112500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2290317,213868,-17,0.0,270000,0.0,0.0,0.0,0.0,0.0,344.025,344.025,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
1311373,311740,-29,0.0,427500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1589939,156055,-71,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1569846,245784,-83,61731.945,81000,0.0,0.0,0.0,0.0,5670.0,6525.0,6525.0,59152.95,61731.945,61731.945,0.0,0,0.0,0.0,4.0,Active,0,0
1876848,231558,-44,449067.24,450000,0.0,0.0,0.0,0.0,23014.935,22500.0,22500.0,436500.0,452428.29,452428.29,0.0,0,0.0,0.0,3.0,Active,8,8
2411729,364941,-65,28433.79,180000,0.0,0.0,0.0,0.0,9000.0,11250.0,11250.0,25244.73,28433.79,28433.79,0.0,0,0.0,0.0,24.0,Active,0,0
1906995,109223,-34,0.0,0,0.0,0.0,0.0,0.0,0.0,338.13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
2009725,394869,-1,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1127420,365675,-30,0.0,0,0.0,0.0,0.0,0.0,0.0,78.84,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
2541317,265422,-8,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1682967,402313,-30,0.0,45000,0.0,0.0,0.0,0.0,0.0,104.04,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2524721,314052,-19,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2088676,355258,-79,0.0,90000,0.0,0.0,0.0,0.0,0.0,164.79,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
2186915,160417,-80,0.0,90000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1746731,192083,-58,72017.865,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,67443.39,72017.865,72017.865,0.0,0,0.0,0.0,17.0,Active,0,0
2014224,128657,-72,157911.705,180000,0.0,0.0,0.0,0.0,9000.0,27000.0,27000.0,152689.095,157911.705,157911.705,0.0,0,0.0,0.0,15.0,Active,0,0
2044750,122398,-57,198.18,67500,0.0,0.0,0.0,0.0,3375.0,17325.0,17325.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
2116656,406387,-18,0.0,157500,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1.0,Active,0,0
1469251,251759,-38,0.0,450000,0.0,0.0,0.0,0.0,0.0,929.835,929.835,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
1825818,274999,-29,170962.47,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,165434.805,170962.47,170962.47,0.0,0,0.0,0.0,54.0,Active,0,0
1081767,262621,-14,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1930854,428135,-30,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Completed,0,0
1557348,366606,-50,0.0,90000,0.0,0.0,0.0,0.0,0.0,304.2,0.0,0.0,-304.2,-304.2,0.0,0,0.0,0.0,59.0,Active,0,0
2210739,431145,-5,191208.735,180000,0.0,0.0,0.0,0.0,9439.2,9900.0,9900.0,178884.045,189255.33,189255.33,0.0,0,0.0,0.0,8.0,Active,0,0
2573965,455344,-36,235150.155,270000,0.0,0.0,0.0,0.0,18900.0,19125.0,18675.0,230914.8,237416.13,237416.13,0.0,0,0.0,0.0,29.0,Active,0,0
1158568,399412,-24,173190.105,180000,0.0,0.0,0.0,0.0,8913.96,9000.0,9000.0,169278.75,174513.15,174513.15,0.0,0,0.0,0.0,5.0,Active,0,0
1532176,376573,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,2.16,2.16,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
2778383,348048,-90,183593.925,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,176362.155,183593.925,183593.925,0.0,0,0.0,0.0,9.0,Active,0,0
1956390,297555,-79,0.0,67500,0.0,0.0,0.0,0.0,0.0,1174.41,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
2556921,330506,-91,68008.14,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,65910.51,68008.14,68008.14,0.0,0,0.0,0.0,1.0,Active,0,0
1316727,236116,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,133.56,133.56,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1941590,336200,-9,174097.08,585000,142650.0,183895.965,0.0,41245.965,2250.0,52470.0,52470.0,161360.28,161721.0,161721.0,9.0,17,0.0,8.0,3.0,Active,0,0
1874517,348199,-65,0.0,180000,0.0,0.0,0.0,0.0,3480.03,12690.0,12690.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
1578224,261633,-8,64543.725,180000,0.0,26775.0,0.0,26775.0,3407.49,5238.54,5238.54,62911.215,64543.725,64543.725,0.0,1,0.0,1.0,4.0,Active,0,0
1191914,153018,-47,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
2698253,181302,-83,160226.055,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,154170.765,160226.055,160226.055,0.0,0,0.0,0.0,8.0,Active,0,0
2644406,252990,-23,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1417654,330902,-7,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1648997,409296,-37,0.0,135000,0.0,0.0,0.0,0.0,0.0,224.91,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.0,Active,0,0
2784955,291096,-6,124538.985,135000,0.0,0.0,0.0,0.0,6617.52,6750.0,280.935,122631.66,124538.985,124538.985,0.0,0,0.0,0.0,4.0,Active,0,0
1980560,130234,-96,159929.28,180000,99000.0,102343.5,3343.5,0.0,4050.0,4050.0,4050.0,153654.21,159929.28,159929.28,3.0,4,1.0,0.0,12.0,Active,0,0
1870908,189221,-59,66034.44,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,63953.595,66034.44,66034.44,0.0,0,0.0,0.0,27.0,Active,0,0
2773400,340153,-15,68392.035,67500,0.0,0.0,0.0,0.0,3444.3,0.0,0.0,65285.775,68392.035,68392.035,0.0,0,0.0,0.0,21.0,Active,0,0
1420828,250899,-21,204893.505,202500,27000.0,27000.0,0.0,0.0,14175.0,14400.0,14400.0,193819.32,203543.505,203543.505,1.0,1,0.0,0.0,40.0,Active,0,0
2721029,373646,-4,0.0,585000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Completed,0,0
1951862,393047,-86,0.0,90000,0.0,0.0,0.0,0.0,0.0,4455.27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
1081956,109004,-46,0.0,180000,0.0,0.0,0.0,0.0,0.0,1041.705,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
1820078,113970,-63,110037.015,135000,0.0,0.0,0.0,0.0,6750.0,22500.0,22500.0,105199.83,110037.015,110037.015,0.0,0,0.0,0.0,25.0,Active,0,0
2360965,321551,-33,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1332480,393800,-12,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1545180,371797,-37,0.0,180000,0.0,0.0,0.0,0.0,0.0,52857.765,18000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1417375,301321,-47,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2387457,375563,-3,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2842780,320158,-13,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2219921,150596,-68,0.0,67500,0.0,0.0,0.0,0.0,0.0,265.185,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2065863,234295,-5,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2371657,437426,-39,1873.035,225000,0.0,0.0,0.0,0.0,11250.0,216967.5,205717.5,0.0,1785.105,1785.105,0.0,0,0.0,0.0,10.0,Active,0,0
1284400,238064,-1,163664.01,180000,0.0,6803.55,0.0,6803.55,8835.255,31500.0,23138.19,159433.83,161581.32,161581.32,0.0,4,0.0,4.0,4.0,Active,0,0
2677154,145167,-29,44764.965,90000,0.0,0.0,0.0,0.0,4500.0,22500.0,22500.0,42209.235,44764.965,44764.965,0.0,0,0.0,0.0,44.0,Active,0,0
1833248,435962,-42,0.0,180000,0.0,0.0,0.0,0.0,0.0,459.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,41.0,Active,0,0
1032958,327526,-33,0.0,405000,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
1783605,386846,-33,219503.205,225000,0.0,0.0,0.0,0.0,10312.875,11250.0,11250.0,206257.185,219503.205,219503.205,0.0,0,0.0,0.0,1.0,Active,0,0
2244560,283054,-55,165859.785,180000,0.0,0.0,0.0,0.0,10800.0,10800.0,10800.0,159059.385,165859.785,165859.785,0.0,0,0.0,0.0,41.0,Active,0,0
2394656,294182,-59,0.0,67500,0.0,0.0,0.0,0.0,0.0,348.885,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1301250,282506,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2425649,269458,-20,291860.91,292500,0.0,0.0,0.0,0.0,14986.665,15750.0,15750.0,284658.345,292306.41,292306.41,0.0,0,0.0,0.0,3.0,Active,0,0
2360356,277129,-9,0.0,225000,0.0,0.0,0.0,0.0,0.0,130.995,130.995,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
1919735,376478,-60,103271.31,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,99531.81,103271.31,103271.31,0.0,0,0.0,0.0,45.0,Active,0,0
2221720,125422,-3,582725.97,585000,94500.0,97051.5,0.0,2551.5,24113.835,28800.0,58.05,551383.2,574873.47,574873.47,11.0,14,0.0,3.0,4.0,Active,0,0
2552020,283206,-54,0.0,112500,0.0,0.0,0.0,0.0,0.0,1908.945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
2426763,112423,-2,251790.705,270000,0.0,0.0,0.0,0.0,14017.905,15750.0,1770.48,248090.58,251790.705,251790.705,0.0,0,0.0,0.0,7.0,Active,0,0
2791699,158575,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,232.38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.0,Active,0,0
1150537,312588,-56,164148.705,180000,0.0,0.0,0.0,0.0,9000.0,13500.0,13500.0,158982.03,164148.705,164148.705,0.0,0,0.0,0.0,33.0,Active,0,0
1745066,400846,-7,150872.76,180000,0.0,6907.5,0.0,6907.5,7337.34,7650.0,7650.0,147165.48,150872.76,150872.76,0.0,5,0.0,5.0,15.0,Active,0,0
1782212,210826,-79,0.0,135000,0.0,0.0,0.0,0.0,0.0,10007.37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1958728,116546,-39,0.0,450000,0.0,0.0,0.0,0.0,0.0,12.465,12.465,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
1779756,247516,-7,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.0,Active,0,0
1776464,319873,-27,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active,0,0
2458349,149399,-46,107203.14,112500,24750.0,31258.485,0.0,6508.485,5625.0,8775.0,8775.0,101583.09,106892.91,106892.91,2.0,9,0.0,7.0,38.0,Active,0,0
2464801,207360,-50,55180.035,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,52535.565,55180.035,55180.035,0.0,0,0.0,0.0,48.0,Active,0,0
1640624,434222,-13,1983.735,450000,0.0,0.0,0.0,0.0,10870.425,309973.5,294574.14,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2049139,364902,-12,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37.0,Completed,0,0
2248451,407521,-62,0.0,90000,0.0,0.0,0.0,0.0,0.0,1849.185,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
1132744,161071,-4,257226.975,247500,0.0,0.0,0.0,0.0,13115.925,13275.0,13275.0,244827.54,255701.88,255701.88,0.0,0,0.0,0.0,23.0,Active,0,0
2270948,316125,-1,61676.055,67500,22500.0,22500.0,0.0,0.0,3375.0,7200.0,7200.0,58511.385,61676.055,61676.055,1.0,1,0.0,0.0,93.0,Active,0,0
1332437,439344,-2,174097.62,225000,0.0,0.0,0.0,0.0,8777.475,9000.0,9000.0,166549.455,172815.21,172815.21,0.0,0,0.0,0.0,32.0,Active,0,0
1975371,419260,-47,0.0,0,0.0,0.0,0.0,0.0,0.0,157.185,0.0,0.0,-157.185,-157.185,0.0,0,0.0,0.0,17.0,Active,0,0
1378210,130493,-61,185780.205,180000,22500.0,22500.0,0.0,0.0,9000.0,9000.0,9000.0,179237.61,185780.205,185780.205,1.0,1,0.0,0.0,28.0,Active,0,0
1165439,178516,-84,48226.5,67500,0.0,46350.0,46350.0,0.0,0.0,0.0,0.0,46350.0,48226.5,48226.5,0.0,1,1.0,0.0,12.0,Active,31,0
1716831,109986,-36,0.0,67500,0.0,0.0,0.0,0.0,0.0,235.89,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active,0,0
2379960,447283,-95,91066.545,157500,450.0,450.0,0.0,0.0,4500.0,9000.0,9000.0,87681.69,91066.545,91066.545,1.0,1,0.0,0.0,3.0,Active,0,0
1310317,447691,-24,0.0,180000,0.0,0.0,0.0,0.0,2250.0,141695.82,141695.82,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
2529147,365353,-71,0.0,0,0.0,0.0,0.0,0.0,0.0,40.455,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
2327211,219509,-15,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1989367,141579,-62,67.5,67500,0.0,0.0,0.0,0.0,67.5,157.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2225528,229470,-31,0.0,180000,0.0,0.0,0.0,0.0,0.0,224.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2657936,217949,-63,7.47,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,7.47,0.0,0,0.0,0.0,9.0,Active,185,0
1084264,439597,-82,0.0,112500,0.0,0.0,0.0,0.0,152.145,418.5,153.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
1132337,198633,-44,0.0,180000,0.0,0.0,0.0,0.0,0.0,522.09,0.0,0.0,-522.09,-522.09,0.0,0,0.0,0.0,56.0,Active,0,0
2004552,188375,-62,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1710340,382559,-74,0.0,45000,0.0,0.0,0.0,0.0,0.0,166.86,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
1421743,350709,-8,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2703654,429291,-5,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1389763,398268,-19,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Completed,0,0
1013437,290622,-65,61162.02,90000,0.0,0.0,0.0,0.0,5400.0,5400.0,5400.0,59810.13,61162.02,61162.02,0.0,0,0.0,0.0,35.0,Active,0,0
2269908,359143,-3,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2408520,376658,-45,178738.11,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,171847.62,178738.11,178738.11,0.0,0,0.0,0.0,37.0,Active,0,0
2189305,168889,-46,1092.33,90000,0.0,0.0,0.0,0.0,4500.0,70110.0,70110.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2643411,340432,-82,96454.485,90000,90000.0,90000.0,0.0,0.0,,0.0,0.0,90000.0,96454.485,96454.485,4.0,4,0.0,0.0,,Active,0,0
2305503,231727,-25,0.0,0,0.0,0.0,0.0,0.0,0.0,371.475,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
1085788,249352,-22,0.0,67500,0.0,0.0,0.0,0.0,0.0,429.075,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2445037,420556,-46,173207.61,180000,18000.0,18000.0,0.0,0.0,9000.0,18000.0,18000.0,166585.59,173207.61,173207.61,1.0,1,0.0,0.0,53.0,Active,0,0
2007180,443858,-67,10178.1,67500,9000.0,9000.0,0.0,0.0,0.0,2136.06,0.0,6863.94,10178.1,10178.1,2.0,2,0.0,0.0,6.0,Active,0,0
2642960,208019,-20,125631.135,135000,0.0,0.0,0.0,0.0,6809.58,7200.0,7200.0,121791.78,126633.645,126633.645,0.0,0,0.0,0.0,6.0,Active,0,0
1028645,180153,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
2712592,266320,-71,0.0,67500,0.0,0.0,0.0,0.0,0.0,63.315,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1976132,420297,-91,32613.57,67500,0.0,3343.5,3343.5,0.0,3375.0,0.0,0.0,29687.58,32613.57,32613.57,0.0,1,1.0,0.0,12.0,Active,1,1
1920872,212059,-24,0.0,0,0.0,0.0,0.0,0.0,0.0,261.72,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
1785106,418428,-38,0.0,135000,0.0,0.0,0.0,0.0,0.0,270.18,0.0,0.0,-270.18,-270.18,0.0,0,0.0,0.0,48.0,Active,0,0
1446781,436206,-91,89804.115,90000,58500.0,58500.0,0.0,0.0,4500.0,4500.0,4500.0,87110.595,89804.115,89804.115,2.0,2,0.0,0.0,8.0,Active,0,0
2220390,337107,-7,592733.07,585000,7200.0,7200.0,0.0,0.0,29956.815,29970.0,29970.0,576366.075,591387.57,591387.57,1.0,1,0.0,0.0,10.0,Active,0,0
2773441,223085,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
1565658,432460,-81,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2056816,266691,-75,100218.51,135000,0.0,0.0,0.0,0.0,6750.0,45000.0,45000.0,96612.795,100218.51,100218.51,0.0,0,0.0,0.0,23.0,Active,0,0
1229480,452302,-13,196002.855,225000,0.0,0.0,0.0,0.0,10675.26,22500.0,22500.0,191005.11,197715.645,197715.645,0.0,0,0.0,0.0,23.0,Active,0,0
2000594,170299,-67,0.0,157500,0.0,0.0,0.0,0.0,0.0,259.92,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
1360398,236240,-11,134363.925,135000,0.0,131107.5,0.0,131107.5,1560.735,1563.3,0.0,131104.935,133491.24,133491.24,0.0,6,0.0,6.0,81.0,Active,0,0
1705359,269629,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2094888,372609,-27,0.0,0,0.0,0.0,0.0,0.0,0.0,438.435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
1214598,235484,-13,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1078906,385506,-66,44913.825,45000,4050.0,4050.0,0.0,0.0,2250.0,4500.0,4500.0,42071.31,44913.825,44913.825,1.0,1,0.0,0.0,13.0,Active,0,0
2467316,361086,-28,0.0,180000,0.0,0.0,0.0,0.0,164.115,2738.385,202.5,0.0,0.0,0.0,0.0,0,0.0,0.0,74.0,Active,0,0
2581684,340768,-65,0.0,180000,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
1431350,131130,-7,93141.0,270000,90000.0,90000.0,0.0,0.0,0.0,,0.0,90000.0,90000.0,90000.0,2.0,2,0.0,0.0,0.0,Signed,0,0
2698172,264571,-27,0.0,0,0.0,0.0,0.0,0.0,0.0,3689.01,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2189049,387122,-3,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1817559,178763,-69,114293.025,112500,0.0,6426.0,6426.0,0.0,5625.0,5625.0,5625.0,109995.435,114293.025,114293.025,0.0,1,1.0,0.0,7.0,Active,0,0
2203601,106957,-38,0.0,0,0.0,0.0,0.0,0.0,0.0,304.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
2126558,279600,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,490.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
1333241,416378,-7,0.0,450000,0.0,0.0,0.0,0.0,0.0,3.15,3.15,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2439390,261384,-25,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
1193717,446116,-21,81895.05,675000,36000.0,80281.395,0.0,44281.395,11099.295,449.19,7.2,80274.195,80549.55,80549.55,1.0,7,0.0,6.0,3.0,Active,0,0
1213891,160269,-24,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2366558,345017,-79,0.0,90000,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
2697221,442077,-42,0.0,180000,0.0,0.0,0.0,0.0,0.0,186.075,0.0,0.0,-186.075,-186.075,0.0,0,0.0,0.0,12.0,Active,0,0
1423802,376857,-48,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2254520,168184,-37,255.735,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.735,255.735,0.0,0,0.0,0.0,38.0,Active,670,0
1666631,429716,-19,355.05,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.05,355.05,0.0,0,0.0,0.0,22.0,Active,1280,0
2007413,305513,-16,184832.1,360000,133200.0,173596.185,0.0,40396.185,2250.0,0.0,0.0,179964.135,180795.6,180795.6,3.0,5,0.0,2.0,5.0,Active,0,0
