SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1298811,272372,0.0,127,-336.0,-336.0,89946.0,89946.0
1231196,228025,1.0,4,-1280.0,-1301.0,7788.24,7788.24
1011118,129038,1.0,8,-128.0,-155.0,37273.095,37273.095
2696863,435905,1.0,5,-1291.0,-1382.0,3316.5,3316.5
1689062,406345,1.0,10,-462.0,-472.0,13319.55,13319.55
2725055,447880,1.0,2,-330.0,-332.0,23426.865,23426.865
2831993,127994,1.0,4,-502.0,-501.0,7682.67,7682.67
2051603,319640,1.0,10,-1847.0,-1847.0,6392.07,6392.07
2310494,324044,1.0,6,-619.0,-631.0,6709.545,6709.545
1442893,192672,1.0,5,-1235.0,-1241.0,13350.375,13350.375
2632064,326198,1.0,1,-514.0,-523.0,12765.69,12765.69
1266982,342375,1.0,1,-1097.0,-1106.0,19624.05,19624.05
1413844,113281,1.0,8,-572.0,-576.0,10207.17,10207.17
1489591,112381,1.0,2,-1147.0,-1149.0,10305.99,10305.99
2184729,304146,3.0,11,-477.0,-486.0,4387.14,4387.14
1812310,111952,1.0,4,-401.0,-419.0,8270.37,8270.37
2192970,134132,2.0,7,-279.0,-293.0,65439.99,65439.99
2491566,352384,1.0,1,-1001.0,-1007.0,22544.685,22544.685
2809924,173239,0.0,11,-547.0,-546.0,18704.745,18704.745
1443652,156323,0.0,31,-247.0,-248.0,130.5,90.0
1467635,374424,1.0,15,-138.0,-149.0,18599.85,18599.85
1595991,454637,0.0,97,-425.0,-425.0,272.565,272.565
1127616,206213,1.0,3,-431.0,-443.0,44240.94,44240.94
2120053,158221,1.0,7,-1757.0,-1762.0,18274.545,18274.545
1548481,333373,1.0,2,-951.0,-981.0,29740.545,29740.545
1455581,355529,1.0,11,-247.0,-256.0,9261.99,9261.99
2508647,167796,0.0,74,-414.0,-414.0,42.345,42.345
2807605,351257,1.0,3,-1273.0,-1279.0,13133.655,13133.655
1449736,236238,1.0,3,-1559.0,-1571.0,13682.61,13682.61
1381116,383875,1.0,4,-1999.0,-1984.0,15656.175,72.585
2010378,208129,0.0,64,-755.0,-755.0,175.32,175.32
2645139,124918,0.0,29,-217.0,-217.0,22293.045,22293.045
1532607,384465,1.0,11,-91.0,-121.0,8567.55,10849.5
1000242,372666,0.0,41,-65.0,-82.0,23024.295,23024.295
1998333,444076,1.0,6,-992.0,-991.0,22553.82,22553.82
2772628,444388,0.0,8,-156.0,-156.0,1029.555,1029.555
2765157,374314,2.0,4,-1274.0,-1288.0,24014.7,24014.7
2218128,139550,1.0,6,-636.0,-648.0,38634.66,38634.66
2310293,249687,1.0,4,-2296.0,-2318.0,6344.91,6344.91
2644879,380820,0.0,55,-376.0,-370.0,3446.55,3446.55
2432849,182852,1.0,5,-859.0,-866.0,4806.9,4806.9
1004959,340162,1.0,15,-28.0,-29.0,20135.61,20135.61
1844950,325510,0.0,40,-2225.0,-2225.0,248.58,248.58
1058774,398772,0.0,17,-20.0,-20.0,222.93,222.93
2397063,134764,0.0,13,-328.0,-328.0,244.485,244.485
2746610,383962,0.0,96,-888.0,-888.0,3589.605,3589.605
1487832,385131,1.0,9,-863.0,-876.0,32162.58,32162.58
1322786,290725,1.0,10,-55.0,-59.0,37475.73,37475.73
2260745,294500,1.0,9,-297.0,-358.0,6155.685,6155.685
1749947,111342,1.0,11,-377.0,-399.0,3894.345,3894.345
1775412,104410,3.0,102,-214.0,-185.0,56.115,36.72
2142909,395243,0.0,25,-258.0,-258.0,90.585,90.585
1603221,211073,1.0,15,-687.0,-681.0,22680.045,22050.675
2082466,416887,1.0,1,-717.0,-736.0,3087.675,3087.675
1111352,221329,1.0,1,-1606.0,-1613.0,15147.9,15147.9
1129669,151434,0.0,72,-1404.0,-1404.0,4682.52,4682.52
1087044,192816,1.0,6,-1570.0,-1570.0,7849.215,7849.215
2253524,455754,2.0,14,-756.0,-759.0,22469.265,22469.265
2459657,270564,5.0,5,-218.0,-257.0,19261.8,19261.8
2014656,291456,1.0,11,-425.0,-452.0,30037.59,1711.215
1745441,111688,1.0,5,-2458.0,-2465.0,7494.48,7494.48
2022840,127418,0.0,12,-185.0,-185.0,4.5,4.5
1041538,390770,0.0,156,-524.0,-524.0,3150.0,3150.0
1945946,288557,2.0,3,-621.0,-626.0,222712.29,222712.29
1293039,194394,1.0,4,-74.0,-83.0,10646.46,10646.46
1960042,187074,0.0,84,-1779.0,-1792.0,8100.0,8100.0
2506330,279379,1.0,10,-2901.0,-2905.0,18564.345,18564.345
1460247,425443,1.0,2,-1392.0,-1397.0,10206.99,10206.99
2222026,101175,1.0,15,-615.0,-618.0,9030.78,9030.78
2108219,134013,1.0,12,-1870.0,-1875.0,2743.785,2743.785
2281000,402090,1.0,5,-616.0,-616.0,30332.295,30332.295
1986052,108092,1.0,25,-46.0,-48.0,27782.955,27782.955
2670724,306091,1.0,4,-2675.0,-2692.0,5996.835,5996.835
2172802,424350,0.0,43,-658.0,-662.0,3503.925,3503.925
2010705,271217,1.0,23,-1991.0,-1995.0,4889.16,4889.16
1314151,130554,3.0,9,-339.0,-341.0,19944.045,19944.045
2681990,128129,0.0,47,-34.0,-40.0,14263.74,14263.74
1872988,303971,1.0,1,-1054.0,-1079.0,4706.19,4706.19
2409625,215477,1.0,11,-408.0,-412.0,25015.5,25015.5
1108997,377216,1.0,1,-522.0,-523.0,33643.845,33643.845
1895479,115022,0.0,7,-459.0,-459.0,12.105,12.105
1682176,124965,1.0,18,-304.0,-313.0,26461.08,26461.08
2054635,140196,5.0,29,-317.0,-359.0,14174.01,14174.01
2446591,385479,0.0,5,-1009.0,-1012.0,11507.985,11507.985
2240920,374176,0.0,51,-1156.0,-1156.0,359.145,359.145
1430407,339745,0.0,71,-1185.0,-1185.0,0.27,0.27
2768629,400269,0.0,14,-100.0,-95.0,7028.28,7028.28
1238505,337178,0.0,53,-67.0,-67.0,411.93,411.93
1731348,119540,0.0,36,-1702.0,-1702.0,95.985,95.985
2246582,206179,1.0,5,-2551.0,-2577.0,8998.605,8998.605
1057765,114619,2.0,9,-113.0,-122.0,51580.575,51580.575
2065874,224688,1.0,20,-153.0,-150.0,57700.215,50985.81
1102623,365165,1.0,10,-1218.0,-1227.0,1613.88,1613.88
2737998,390085,0.0,27,-827.0,-827.0,315000.0,315000.0
1305925,112430,1.0,1,-1937.0,-1954.0,6924.735,6924.735
2111226,329460,3.0,6,-220.0,-224.0,38524.32,38524.32
1008596,356902,1.0,7,-663.0,-661.0,9141.255,8814.105
2777551,108595,1.0,24,-158.0,-165.0,10856.34,10856.34
1717628,259415,0.0,26,-2393.0,-2401.0,5625.0,5625.0
2310799,199528,2.0,9,-719.0,-733.0,11497.815,11497.815
2074061,247029,1.0,3,-258.0,-284.0,22892.355,22892.355
1597087,191856,0.0,11,-1567.0,-1561.0,15750.0,15750.0
1364942,328699,1.0,3,-450.0,-463.0,3368.88,3368.88
1564698,445706,1.0,1,-1716.0,-1733.0,3487.545,3487.545
2016835,415599,2.0,10,-2194.0,-2198.0,90352.44,90352.44
2558640,208759,1.0,12,-1641.0,-1648.0,16966.125,16944.12
1390394,140300,1.0,3,-1149.0,-1162.0,24100.65,24100.65
2254634,205421,1.0,11,-276.0,-275.0,39720.87,39720.87
2567657,244590,0.0,77,-11.0,-11.0,1.35,1.35
1206802,133201,1.0,6,-2633.0,-2633.0,7307.235,7307.235
2387156,384253,1.0,8,-2192.0,-2205.0,30777.705,30777.705
1054181,290673,1.0,3,-1610.0,-1617.0,8679.87,8679.87
2805777,185843,3.0,102,-902.0,-824.0,1350.0,1350.0
2759418,356607,1.0,6,-2627.0,-2629.0,6497.64,6265.125
1779257,408509,1.0,3,-1881.0,-1904.0,6787.26,6787.26
1682635,356421,0.0,53,-2515.0,-2534.0,4050.0,4050.0
1614244,385136,0.0,16,-2506.0,-2518.0,6750.0,6750.0
2446014,105834,0.0,20,-1763.0,-1763.0,4500.0,4500.0
1188035,330708,1.0,1,-882.0,-887.0,17402.4,17402.4
1672588,362556,1.0,8,-345.0,-374.0,34767.495,34767.495
2318149,111864,1.0,4,-2773.0,-2794.0,3057.165,3057.165
1998868,287112,0.0,168,-178.0,-186.0,9000.0,9000.0
2640932,280910,0.0,34,-634.0,-634.0,2893.05,2893.05
2716854,126093,5.0,11,-230.0,-233.0,16919.235,16919.235
2240502,247432,0.0,42,-1664.0,-1667.0,6750.0,6750.0
1516958,166826,1.0,1,-1707.0,-1717.0,8267.895,8267.895
2476774,305923,1.0,6,-402.0,-403.0,30890.295,30890.295
1896095,120957,1.0,11,-290.0,-296.0,42035.535,42035.535
1380802,169042,1.0,5,-1887.0,-1918.0,3581.505,3581.505
1083981,438091,1.0,4,-178.0,-178.0,25450.47,25450.47
2023500,443683,1.0,1,-360.0,-370.0,30858.3,30858.3
2424428,228295,1.0,3,-2149.0,-2157.0,2882.385,2882.385
2833813,254358,0.0,13,-127.0,-127.0,15750.0,15750.0
2731446,445347,2.0,3,-519.0,-522.0,40890.465,72262.44
2138331,249458,1.0,4,-297.0,-308.0,18324.045,18324.045
2574369,424234,2.0,4,-1220.0,-1236.0,314601.705,314601.705
1471664,388826,1.0,1,-2873.0,-2873.0,8043.3,8043.3
2819459,391831,3.0,5,-114.0,-142.0,7121.565,7121.565
1590745,454345,1.0,7,-1464.0,-1470.0,14103.855,14080.185
1789540,303791,0.0,47,-41.0,-43.0,4348.44,4348.44
2267907,450254,1.0,3,-2827.0,-2812.0,6439.455,139.455
2204289,383811,0.0,21,-2077.0,-2082.0,3375.0,3375.0
1793405,129481,0.0,23,-2433.0,-2433.0,1125.0,1125.0
2037794,218967,1.0,6,-81.0,-90.0,27432.135,27432.135
2384196,201892,0.0,9,-821.0,-821.0,158.175,158.175
1744442,149784,1.0,20,-130.0,-130.0,8533.485,8533.485
1840513,219385,1.0,6,-1381.0,-1384.0,20992.05,20992.05
2360349,391117,0.0,78,-1062.0,-1062.0,12990.06,12990.06
2014522,145027,2.0,1,-694.0,-719.0,5050.98,28128.69
2454147,416972,1.0,10,-967.0,-973.0,7067.745,7067.745
1999106,295560,1.0,1,-991.0,-994.0,20228.4,20228.4
1987237,349913,0.0,46,-159.0,-159.0,4803.21,4803.21
1374795,442145,0.0,59,-24.0,-24.0,858.06,858.06
1135627,383672,1.0,6,-673.0,-703.0,11916.315,11916.315
2479832,229804,0.0,38,-369.0,-369.0,304.83,304.83
2116091,239497,1.0,4,-1473.0,-1486.0,6902.73,6902.73
2425702,240095,1.0,11,-546.0,-562.0,13271.85,13271.85
2691295,218817,1.0,8,-770.0,-779.0,54690.03,54690.03
1012397,162868,1.0,8,-2592.0,-2599.0,5237.865,5237.865
1113004,126511,0.0,3,-225.0,-233.0,3523.41,3523.41
1895255,431687,1.0,4,-231.0,-234.0,12798.27,12798.27
1256110,127026,1.0,4,-766.0,-765.0,9065.43,9065.43
1946018,399249,1.0,7,-618.0,-637.0,12539.7,12539.7
1003439,271375,1.0,5,-1912.0,-1918.0,5056.65,5056.65
2315974,126421,1.0,2,-2344.0,-2344.0,12448.71,12448.71
1989854,402455,1.0,17,-153.0,-163.0,12045.6,12045.6
2608580,196044,1.0,12,-520.0,-509.0,19151.46,19149.885
1333468,384559,2.0,11,-572.0,-586.0,137631.06,137631.06
2662386,238465,1.0,9,-508.0,-509.0,62323.335,62323.335
1001311,141432,1.0,1,-2045.0,-2058.0,4054.635,4054.635
2458390,146789,0.0,36,-242.0,-248.0,6931.35,6931.35
1391768,197841,0.0,63,-382.0,-405.0,9000.0,9000.0
2168689,277405,0.0,14,-50.0,-50.0,102.24,102.24
1463540,348515,1.0,13,-32.0,-70.0,5111.325,5111.325
2639877,129039,1.0,3,-459.0,-463.0,11142.585,11142.585
1800529,303616,0.0,38,-2043.0,-2043.0,1950.66,1950.66
2764781,256113,1.0,7,-101.0,-127.0,12487.86,12487.86
1731196,268094,1.0,4,-568.0,-586.0,14612.985,14612.985
1377455,252060,1.0,8,-2202.0,-2209.0,9694.98,9694.98
1456662,338589,2.0,17,-953.0,-1130.0,22509.855,22509.855
2119907,447962,1.0,2,-2034.0,-2076.0,6181.29,6181.29
1503402,337642,1.0,9,-1733.0,-1759.0,5586.84,5586.84
2345017,169046,1.0,11,-1775.0,-1786.0,5886.09,5886.09
2446142,186183,1.0,10,-1335.0,-1372.0,6243.975,6243.975
1710725,138575,0.0,78,-1463.0,-1463.0,3498.705,3498.705
1751394,412176,1.0,1,-2225.0,-2232.0,9895.68,9895.68
1111018,228530,1.0,8,-1752.0,-1760.0,11963.295,11963.295
2240990,210842,0.0,33,-753.0,-753.0,2251.8,2251.8
2628058,353219,1.0,5,-452.0,-459.0,6639.165,6639.165
1676530,284355,1.0,10,-2398.0,-2404.0,4493.43,4493.43
1632762,253692,1.0,10,-345.0,-352.0,22482.0,22482.0
2234511,408304,0.0,11,-2425.0,-2433.0,4500.0,4500.0
2313641,346064,0.0,25,-402.0,-402.0,167.805,167.805
1026344,335059,0.0,26,-2075.0,-2078.0,9000.0,9000.0
2099258,276576,1.0,1,-325.0,-335.0,10030.725,10030.725
1503768,209007,1.0,8,-334.0,-431.0,9556.11,9556.11
2266341,174252,1.0,5,-673.0,-668.0,7973.145,7591.725
1198437,348069,0.0,57,-15.0,-15.0,22500.0,22500.0
2467977,130802,1.0,9,-884.0,-892.0,13020.3,13020.3
2462188,175303,0.0,20,-205.0,-205.0,324.9,324.9
2778455,375094,0.0,9,-2732.0,-2736.0,6750.0,6750.0
1227425,125983,1.0,4,-800.0,-798.0,17272.935,10968.435
1544431,268196,1.0,2,-1514.0,-1529.0,5692.59,5692.59
2150209,229337,1.0,6,-1193.0,-1219.0,12700.485,1068.075
1468034,310735,1.0,4,-1091.0,-1099.0,15022.8,15022.8
2496862,325685,1.0,1,-306.0,-336.0,44265.87,44265.87
1417387,188598,0.0,78,-581.0,-581.0,32.4,32.4
2572712,140317,0.0,13,-106.0,-106.0,6743.25,6743.25
2179018,269741,1.0,4,-2223.0,-2230.0,11301.075,11301.075
1160562,201695,1.0,8,-914.0,-920.0,14801.805,14801.805
2653128,416402,1.0,10,-310.0,-343.0,23502.375,9694.98
2224233,274951,1.0,12,-203.0,-200.0,20371.59,13920.885
1540841,349864,1.0,4,-568.0,-584.0,5806.44,5806.44
1926116,442572,1.0,13,-618.0,-616.0,12046.815,10624.23
1337882,176612,1.0,3,-884.0,-914.0,3757.905,3757.905
2247881,191104,1.0,1,-1014.0,-1021.0,39581.01,39581.01
2646091,251308,1.0,4,-393.0,-381.0,4890.15,750.6
2304095,299864,0.0,28,-2726.0,-2742.0,10800.0,10800.0
1769364,113245,0.0,61,-1281.0,-1285.0,8602.29,4500.0
1105117,438670,1.0,7,-775.0,-779.0,17514.0,17514.0
1436743,320787,1.0,36,-1291.0,-1307.0,9243.0,1.665
2657474,151408,0.0,137,-557.0,-557.0,92.61,92.61
2503056,440466,0.0,20,-1685.0,-1680.0,4500.0,4500.0
2341362,161112,0.0,12,-895.0,-895.0,3854.61,3854.61
1724805,343656,1.0,2,-168.0,-178.0,17620.92,17620.92
1414655,212861,0.0,16,-77.0,-77.0,97200.0,97200.0
1080952,390732,1.0,6,-162.0,-175.0,8195.985,8195.985
2178729,345117,1.0,4,-786.0,-788.0,60586.38,60586.38
1430442,185171,0.0,61,-1155.0,-1155.0,637.74,637.74
2581523,226795,7.0,4,-606.0,-619.0,7748.91,11250.0
1884708,182929,0.0,75,-1390.0,-1390.0,515.745,515.745
1485231,196161,0.0,51,-136.0,-136.0,371.79,371.79
1514210,431816,1.0,1,-2544.0,-2561.0,4518.405,4518.405
1974863,108916,0.0,19,-1895.0,-1914.0,6750.0,6750.0
1542347,432864,0.0,6,-134.0,-134.0,4.68,4.68
1634943,138096,0.0,76,-285.0,-289.0,4500.0,4500.0
1187392,208790,1.0,1,-1074.0,-1086.0,27726.84,27726.84
1198465,208229,2.0,10,-196.0,-203.0,32124.555,32124.555
1209014,322117,0.0,128,-139.0,-139.0,192.69,192.69
2841647,241232,1.0,10,-276.0,-274.0,6547.635,5242.275
1242386,208116,0.0,57,-1474.0,-1474.0,68.49,68.49
1086127,425421,1.0,1,-577.0,-579.0,30067.605,30067.605
2029686,313640,1.0,8,-494.0,-497.0,10907.775,10907.775
2260701,356804,0.0,17,-59.0,-69.0,14362.155,14362.155
1532710,108904,1.0,3,-493.0,-534.0,8534.925,930.15
2137937,177019,0.0,11,-764.0,-770.0,14206.14,14206.14
1024853,193906,1.0,6,-306.0,-329.0,70904.16,1207.125
1210660,452299,1.0,1,-1946.0,-1969.0,6888.15,6888.15
1079092,147644,1.0,15,-7.0,-18.0,11258.37,11258.37
2004967,307537,1.0,4,-2143.0,-2156.0,6481.71,6481.62
2254597,126439,1.0,6,-1207.0,-1205.0,28568.88,28548.0
2642077,449406,1.0,8,-266.0,-282.0,8103.645,8103.645
2102841,116676,1.0,11,-991.0,-991.0,21703.68,21703.68
1591196,331283,0.0,31,-2404.0,-2404.0,0.765,0.765
1241754,165124,1.0,7,-259.0,-267.0,12534.57,12534.57
2056811,108361,0.0,95,-1298.0,-1298.0,90.495,90.495
2045593,378242,1.0,9,-2735.0,-2735.0,6840.09,6840.09
2499418,274767,0.0,85,-345.0,-345.0,238.86,238.86
1085904,143210,2.0,19,-402.0,-406.0,31342.905,31342.905
1448626,108346,5.0,30,-261.0,-272.0,280259.46,280259.46
1290978,332905,1.0,5,-1493.0,-1498.0,7179.165,7179.165
1141503,360786,1.0,23,-418.0,-409.0,21709.125,16344.135
1682919,279846,1.0,30,-132.0,-126.0,17286.345,16983.36
1214925,382360,1.0,3,-739.0,-745.0,5813.19,5813.19
1689362,211983,1.0,12,-1014.0,-1015.0,13084.425,13084.425
1555835,301185,1.0,17,-452.0,-530.0,5794.875,5794.875
2592876,155717,0.0,13,-2386.0,-2397.0,3375.0,3375.0
1613528,202676,1.0,1,-2429.0,-2437.0,6472.35,6472.35
1776404,242329,0.0,22,-2293.0,-2299.0,4500.0,4500.0
2235020,162746,1.0,14,-386.0,-387.0,57037.725,57037.725
1639693,226686,1.0,3,-2593.0,-2593.0,1498.77,1498.77
2578224,251850,0.0,34,-246.0,-246.0,3.645,3.645
2010805,371330,1.0,2,-2429.0,-2434.0,18360.99,18360.99
1782554,106597,1.0,7,-813.0,-813.0,34620.525,34620.525
1782119,131796,0.0,4,-1148.0,-1148.0,1294.875,1294.875
2363911,304099,2.0,4,-825.0,-842.0,112699.215,112699.215
1515365,201847,1.0,5,-848.0,-883.0,13262.22,13262.22
2737825,355654,1.0,10,-1686.0,-1682.0,3257.28,3257.28
1472785,379947,1.0,12,-1407.0,-1428.0,6193.98,6193.98
1414001,323848,0.0,11,-134.0,-135.0,5265.9,5265.9
1896272,108205,1.0,7,-890.0,-889.0,4212.855,4212.855
2340106,302864,0.0,31,-446.0,-454.0,17474.895,17474.895
1290781,347656,1.0,13,-248.0,-252.0,8938.665,8938.665
2568072,192481,0.0,13,-787.0,-788.0,22641.48,22641.48
1447282,113447,1.0,6,-817.0,-836.0,17076.915,17076.915
2518426,382520,1.0,2,-375.0,-395.0,58307.4,67500.0
2300322,308842,2.0,2,-977.0,-989.0,16365.195,16365.195
1648827,235747,1.0,5,-123.0,-139.0,17104.32,17104.32
1058655,455262,1.0,4,-421.0,-427.0,16639.875,16639.875
2553517,425426,0.0,28,-2084.0,-2084.0,9000.0,9000.0
1974395,117354,1.0,2,-1836.0,-1836.0,10346.085,10346.085
2825072,227473,1.0,1,-1221.0,-1234.0,29700.72,29700.72
2310972,237741,0.0,7,-2847.0,-2849.0,6750.0,6750.0
1137303,149391,1.0,11,-1849.0,-1855.0,18618.345,18618.345
1067705,263193,1.0,6,-948.0,-943.0,45227.385,1.935
1798508,120629,1.0,2,-907.0,-920.0,5847.84,5847.84
1687446,139046,1.0,2,-1097.0,-1123.0,11386.17,11386.17
2706833,381166,1.0,4,-1649.0,-1653.0,14525.82,14525.82
2291921,454895,1.0,9,-1685.0,-1698.0,7066.53,7066.53
1179357,106095,0.0,36,-1735.0,-1742.0,9000.0,9000.0
1284486,137939,1.0,12,-2179.0,-2192.0,4495.77,4495.77
2165679,261835,1.0,1,-2573.0,-2584.0,7711.335,7711.335
2022652,206170,1.0,4,-1037.0,-1054.0,14817.6,14817.6
1425472,305872,0.0,66,-726.0,-756.0,2398.77,2398.77
2528531,220021,2.0,24,-653.0,-664.0,151854.345,151854.345
2003331,128852,1.0,7,-2844.0,-2873.0,1939.32,1939.32
2370893,202239,0.0,19,-75.0,-75.0,232.92,232.92
2480612,244459,1.0,9,-634.0,-635.0,4777.47,4777.47
2646660,453958,0.0,34,-2252.0,-2252.0,569.205,569.205
2675479,374443,2.0,12,-375.0,-395.0,877558.905,877558.905
1113072,181064,0.0,22,-1021.0,-1038.0,22913.73,22913.73
2729227,171852,1.0,7,-1531.0,-1531.0,9888.03,2740.995
2234064,185483,0.0,49,-1157.0,-1154.0,6750.0,6750.0
2178648,372480,0.0,25,-2260.0,-2260.0,630.54,630.54
1096369,113129,1.0,4,-2548.0,-2545.0,13472.73,13462.92
2568445,454162,2.0,3,-51.0,-63.0,10295.595,10295.595
1449388,348914,2.0,3,-762.0,-764.0,1261342.125,1261342.125
1287491,376279,1.0,5,-2820.0,-2824.0,6416.865,6416.865
1688387,353842,1.0,3,-485.0,-514.0,12185.865,12185.865
2224821,361890,0.0,13,-83.0,-89.0,2250.0,2250.0
2345790,185064,1.0,2,-153.0,-165.0,27294.21,27294.21
1790907,140261,0.0,30,-227.0,-228.0,25121.385,25121.385
1092174,330279,1.0,12,-614.0,-645.0,5812.335,1764.315
1958734,359757,1.0,11,-55.0,-56.0,14746.455,14746.455
1826055,156166,1.0,8,-585.0,-606.0,27580.32,27580.32
1396491,129416,1.0,6,-656.0,-667.0,78651.09,78651.09
1920810,341506,1.0,5,-757.0,-768.0,4870.755,4870.755
2138662,385978,0.0,44,-1715.0,-1715.0,247.725,247.725
2198748,368145,1.0,4,-358.0,-368.0,28599.75,28599.75
2000980,420060,0.0,8,-323.0,-323.0,147.24,147.24
2087518,152044,1.0,4,-2498.0,-2509.0,10612.035,10612.035
1799821,304817,0.0,3,-1146.0,-1146.0,7181.235,7181.235
1083610,372394,0.0,36,-1402.0,-1430.0,4500.0,3600.0
1020693,260857,0.0,2,-59.0,-64.0,4347.405,2097.405
2190139,134111,0.0,92,-323.0,-323.0,450.0,450.0
2345191,155550,1.0,19,-82.0,-106.0,7167.51,7167.51
2663175,183461,1.0,16,-79.0,-97.0,3479.985,3479.985
1075661,180585,0.0,8,-2699.0,-2699.0,2250.0,2250.0
2049049,378928,1.0,22,-489.0,-491.0,11856.735,11856.735
1029611,317941,0.0,14,-1954.0,-1950.0,2250.0,2250.0
1219546,157930,1.0,2,-809.0,-809.0,12425.445,12425.445
1573836,364382,1.0,2,-130.0,-159.0,12539.565,12539.565
1155557,101423,1.0,6,-2126.0,-2136.0,4963.455,4963.455
2713341,221375,0.0,86,-11.0,-11.0,9.225,9.225
1729619,151081,1.0,22,-124.0,-124.0,13343.49,13343.49
1976017,390627,1.0,1,-644.0,-674.0,42907.14,139503.96
2802850,250215,1.0,8,-1213.0,-1212.0,5570.325,5570.325
2506470,267870,1.0,9,-1140.0,-1148.0,10791.225,10791.225
2271454,238003,1.0,2,-1123.0,-1137.0,11213.775,11213.775
1333993,295910,1.0,2,-498.0,-508.0,11118.24,11118.24
2772881,214937,11.0,8,-131.0,-127.0,2855.88,144.225
2672929,359689,2.0,101,-2826.0,-2826.0,1350.0,1350.0
2640935,101898,0.0,145,-246.0,-246.0,134.73,134.73
1802295,140641,1.0,2,-1378.0,-1391.0,9081.405,9081.405
2564620,103351,1.0,5,-1002.0,-1014.0,16379.55,16379.55
1372404,141283,1.0,2,-2781.0,-2818.0,1277.685,1277.685
2119319,339669,2.0,4,-702.0,-719.0,198981.27,213075.99
1880632,332264,1.0,5,-1357.0,-1364.0,23513.535,23513.535
2584808,355228,1.0,4,-660.0,-759.0,10300.185,10300.185
1101359,271161,0.0,60,-1305.0,-1315.0,6750.0,6750.0
1850432,315546,1.0,2,-1711.0,-1724.0,4672.935,4672.935
1162013,223888,1.0,1,-2558.0,-2566.0,7204.095,7204.095
1180642,422468,0.0,140,-178.0,-181.0,8100.0,8100.0
1798361,166074,2.0,6,-187.0,-231.0,6642.36,6642.36
1861028,122625,1.0,7,-1033.0,-1065.0,6929.505,6929.505
2571523,262132,1.0,3,-2456.0,-2466.0,5528.205,5528.205
2461963,241323,2.0,5,-664.0,-672.0,17588.475,29727.18
1874282,452837,1.0,6,-721.0,-736.0,7216.335,7216.335
2284245,283691,1.0,7,-898.0,-898.0,57208.95,57208.95
1999950,404513,1.0,5,-2680.0,-2691.0,3782.385,3782.385
1966756,211558,0.0,44,-1085.0,-1085.0,478.26,478.26
1870276,418476,0.0,147,-114.0,-142.0,16200.0,16200.0
2715767,453467,1.0,2,-456.0,-464.0,12017.61,12017.61
2092848,171501,1.0,3,-2552.0,-2581.0,21503.97,996.03
2673200,231378,0.0,23,-75.0,-75.0,84.6,84.6
2584242,220041,1.0,4,-2028.0,-2044.0,7335.63,7335.63
2404129,137598,1.0,1,-576.0,-577.0,8446.725,8446.725
1385748,320569,1.0,14,-282.0,-290.0,2014.11,2014.11
2142126,188166,2.0,3,-546.0,-551.0,20076.75,20076.75
1643850,125154,1.0,1,-602.0,-632.0,5854.05,187.83
2321196,118322,0.0,19,-2815.0,-2827.0,8100.0,8100.0
2206901,402583,1.0,1,-411.0,-434.0,7248.375,7248.375
1160867,351290,0.0,27,-2648.0,-2648.0,253.35,253.35
1706730,321267,1.0,3,-268.0,-269.0,9586.305,9586.305
2408774,125743,1.0,9,-2365.0,-2373.0,4338.495,4338.495
2425007,351805,0.0,11,-2751.0,-2780.0,9000.0,9000.0
2833950,173627,1.0,4,-2380.0,-2400.0,6831.315,90.81
1420687,216579,0.0,41,-1236.0,-1247.0,13500.0,13500.0
2660739,330004,1.0,8,-541.0,-539.0,11605.005,11605.005
1013288,389697,0.0,23,-135.0,-149.0,16672.59,16672.59
2673637,269613,0.0,131,-68.0,-68.0,88.335,88.335
2609599,120180,1.0,5,-1839.0,-1836.0,7022.025,7019.325
1079144,318278,1.0,3,-317.0,-336.0,10079.46,10079.46
2561509,253795,1.0,3,-1397.0,-1418.0,8868.78,8868.78
1748847,252038,0.0,22,-2458.0,-2471.0,9000.0,9000.0
2249386,181774,1.0,9,-78.0,-89.0,8103.735,8103.735
1092132,381399,0.0,19,-2546.0,-2545.0,5625.0,5400.0
1995249,285083,0.0,129,-579.0,-580.0,16200.0,16200.0
1974854,369893,0.0,87,-1093.0,-1093.0,1775.52,1775.52
1110638,201795,1.0,4,-1758.0,-1766.0,8162.82,8162.82
1517219,382012,1.0,2,-715.0,-717.0,15114.735,15114.735
2729191,101572,1.0,11,-226.0,-225.0,9751.095,9751.095
2165955,261984,0.0,2,-469.0,-469.0,86205.375,86205.375
2726405,332944,1.0,4,-509.0,-539.0,13741.11,13741.11
1102777,144352,1.0,2,-1344.0,-1346.0,10227.465,10227.465
2733284,192051,1.0,8,-689.0,-714.0,26197.47,26197.47
1383743,328214,1.0,12,-1255.0,-1266.0,2720.34,2720.34
1891308,183195,1.0,2,-1333.0,-1389.0,18835.2,18835.2
2317874,156045,1.0,7,-1022.0,-1025.0,10665.0,10665.0
1829648,347047,0.0,17,-380.0,-380.0,0.81,0.81
2110702,226353,1.0,15,-168.0,-182.0,6049.755,6049.755
2557204,229657,0.0,49,-1597.0,-1597.0,198.09,198.09
1080783,146346,1.0,1,-2277.0,-2286.0,9083.07,9083.07
